Extracurricular Activities,Previous Scores,Hours Studied,Sleep Hours,Sample Question Papers Practiced,Performance Index
No,63,2,4,3,39
Yes,59,7,8,6,49
No,86,6,6,5,74
No,66,5,8,2,53
No,91,1,9,9,67
Yes,63,2,5,0,38
No,56,8,7,6,47
No,64,1,4,4,40
Yes,85,3,9,0,68
Yes,94,2,8,0,70
Yes,70,5,6,5,54
No,67,4,9,3,49
No,89,7,6,7,79
No,98,5,6,1,82
Yes,67,8,4,3,62
Yes,61,4,6,7,46
No,95,6,6,7,86
Yes,98,4,8,4,80
Yes,44,2,4,2,17
No,93,1,7,3,69
No,83,1,7,2,58
Yes,81,8,6,1,74
No,47,4,9,3,32
Yes,77,5,5,8,64
Yes,67,8,4,5,57
No,96,7,5,3,82
No,86,8,4,0,78
Yes,51,8,4,6,40
Yes,96,6,8,1,88
No,64,2,6,5,42
Yes,77,6,8,9,67
Yes,83,1,9,0,56
Yes,54,1,5,6,26
Yes,83,3,5,3,56
Yes,80,3,7,2,63
No,90,5,9,9,78
Yes,92,1,9,6,68
Yes,73,6,8,2,66
No,99,7,8,7,90
No,84,3,9,3,65
No,52,4,8,2,33
Yes,47,3,7,6,32
Yes,98,1,8,6,74
No,52,8,8,8,48
No,75,2,9,9,57
No,45,1,9,6,22
No,77,8,8,5,69
No,71,7,8,2,62
Yes,60,7,9,3,52
No,83,4,5,7,66
Yes,83,9,6,5,81
Yes,88,6,5,8,75
No,98,2,8,7,80
No,46,1,4,7,20
No,65,1,4,9,40
No,54,9,7,9,55
No,95,4,5,6,78
Yes,88,5,9,9,76
No,81,3,7,0,60
No,62,4,7,4,44
Yes,91,8,4,6,85
No,77,4,5,9,56
No,80,9,6,8,76
No,54,9,9,3,49
Yes,87,6,5,7,72
No,92,2,7,0,69
No,79,7,8,3,72
No,55,9,7,3,50
No,71,6,5,1,57
Yes,76,3,4,2,56
No,57,7,5,2,46
Yes,59,5,6,8,45
No,85,1,9,6,60
No,41,3,9,1,22
No,94,5,8,8,81
Yes,62,7,8,7,54
No,69,3,7,5,48
No,42,6,5,5,28
Yes,85,5,9,1,73
No,78,1,4,2,52
No,86,6,6,5,74
No,88,8,7,2,84
No,40,1,5,6,13
Yes,80,2,4,4,57
Yes,61,4,5,3,42
Yes,68,2,4,7,47
No,53,9,5,1,48
No,87,8,5,2,81
No,67,8,9,9,63
No,60,4,7,3,43
Yes,84,5,5,9,71
No,71,4,5,5,49
Yes,45,9,7,4,43
No,93,2,7,4,69
No,40,8,8,6,34
Yes,60,2,8,7,37
No,96,1,9,5,74
Yes,43,3,7,2,21
Yes,42,9,6,3,38
No,88,3,9,0,67
Yes,69,9,4,4,64
Yes,70,7,7,9,61
No,73,1,8,7,46
Yes,58,5,5,2,41
Yes,59,9,7,9,58
No,62,3,7,3,40
Yes,93,9,8,3,92
No,98,5,8,5,86
Yes,79,9,6,8,77
No,64,6,9,9,52
No,54,9,8,2,47
No,77,7,8,3,70
No,62,7,8,5,57
No,91,8,9,5,90
Yes,41,7,5,6,32
No,96,9,7,0,93
No,96,9,7,8,94
Yes,54,6,8,1,42
No,91,7,9,3,82
Yes,83,2,6,2,58
Yes,74,9,8,2,68
No,49,1,9,4,25
Yes,53,1,9,6,30
Yes,66,3,6,6,46
Yes,93,6,9,6,86
No,53,5,7,2,42
Yes,74,2,6,8,49
No,72,9,6,5,70
No,91,4,4,9,74
Yes,40,4,6,7,26
No,73,5,6,0,56
Yes,58,8,5,3,54
Yes,63,4,7,6,48
No,81,5,8,8,70
No,43,4,4,2,22
No,75,6,6,5,62
Yes,52,3,5,7,33
Yes,97,8,5,2,93
Yes,71,6,9,5,62
No,48,5,8,8,31
Yes,78,2,8,8,60
Yes,55,7,7,5,50
Yes,89,2,9,4,67
Yes,42,1,6,0,17
No,91,7,5,2,82
Yes,59,5,4,2,41
No,49,1,7,3,24
Yes,95,4,6,4,78
Yes,97,4,9,7,80
Yes,97,7,8,8,93
No,61,9,9,6,64
No,87,2,6,9,60
No,42,1,9,5,18
Yes,50,2,8,2,28
Yes,64,7,6,8,54
No,81,6,4,9,71
Yes,87,4,7,0,68
Yes,47,1,9,8,23
No,48,1,8,2,20
Yes,54,5,4,8,37
Yes,71,1,5,9,47
Yes,92,7,4,0,81
No,42,1,4,7,18
Yes,43,1,4,5,16
No,69,2,8,8,49
Yes,52,3,5,3,33
No,83,1,7,4,60
No,60,9,4,5,55
No,80,8,8,8,75
No,96,5,8,5,81
Yes,85,2,7,8,64
No,58,5,6,1,41
Yes,78,6,5,3,68
Yes,87,1,5,2,59
No,61,4,9,3,44
Yes,59,9,4,0,55
Yes,76,2,6,1,54
Yes,70,5,5,3,53
Yes,49,1,9,9,24
No,57,4,4,3,37
Yes,82,4,6,4,65
Yes,78,6,8,8,69
Yes,85,9,4,0,82
Yes,59,3,6,7,39
Yes,57,9,7,2,54
No,50,6,5,8,36
Yes,61,7,4,7,55
No,98,2,9,7,78
Yes,83,6,8,8,73
No,57,6,9,3,49
Yes,97,2,4,4,74
Yes,73,2,5,6,51
No,62,2,5,1,37
No,40,1,6,6,16
No,94,5,9,2,84
Yes,49,8,9,5,47
No,92,2,8,5,70
No,40,5,6,5,28
No,77,8,8,9,72
Yes,78,5,4,1,60
Yes,88,2,4,8,67
Yes,48,3,9,7,33
No,70,6,6,6,58
Yes,46,5,7,8,36
Yes,56,4,5,3,35
Yes,74,4,6,1,56
Yes,87,5,6,3,71
No,76,2,4,9,51
Yes,91,9,5,2,88
No,57,2,6,1,36
No,72,2,4,1,50
No,43,9,4,7,42
No,62,3,9,4,44
No,50,7,9,5,42
No,91,4,6,7,75
Yes,48,6,6,6,34
No,69,4,4,6,54
Yes,47,7,9,6,36
No,79,1,6,6,53
Yes,44,3,5,7,24
No,51,3,4,0,30
Yes,40,1,4,2,13
Yes,54,6,6,0,43
No,64,9,6,7,56
No,57,8,6,1,50
No,77,7,5,6,67
No,81,8,4,5,74
Yes,85,6,7,0,73
Yes,92,9,5,5,90
No,65,3,5,8,42
No,79,9,9,2,77
Yes,98,4,4,6,84
No,42,7,7,3,37
Yes,93,9,4,0,91
No,61,2,5,6,34
No,65,2,6,0,40
Yes,58,9,4,3,53
Yes,83,3,4,8,63
No,83,9,6,4,82
Yes,86,5,7,6,73
No,99,6,7,6,86
Yes,78,2,4,2,56
No,98,8,6,7,94
No,75,9,9,0,74
No,60,2,4,3,37
Yes,80,6,6,9,69
Yes,93,6,5,3,79
Yes,87,8,9,1,83
Yes,65,5,6,5,50
No,52,9,4,0,47
Yes,75,1,8,2,53
Yes,63,9,7,8,62
Yes,80,7,4,9,75
No,65,4,6,5,48
Yes,60,3,9,1,40
Yes,57,6,9,8,45
No,54,1,6,1,27
No,54,3,7,6,32
No,45,2,4,0,20
No,82,9,9,4,80
No,70,3,9,6,51
No,67,2,8,2,44
No,47,4,5,3,29
Yes,68,2,8,4,46
No,60,1,5,2,37
No,56,6,9,5,44
No,95,8,5,2,90
No,96,2,4,7,75
No,88,9,9,6,84
Yes,63,3,9,0,44
Yes,97,8,5,1,91
Yes,99,8,6,3,94
Yes,89,3,5,4,69
Yes,75,3,5,9,57
Yes,70,6,7,3,55
Yes,86,1,7,3,61
No,73,4,4,8,54
No,41,1,4,3,12
No,81,3,6,3,62
No,42,9,7,3,40
No,69,5,8,1,57
No,47,5,4,7,33
Yes,91,4,4,3,71
No,46,3,7,4,26
No,51,5,7,7,39
No,97,4,6,3,74
Yes,58,8,7,4,56
Yes,65,4,5,4,45
Yes,67,8,9,5,61
No,54,6,8,6,45
No,53,5,9,2,43
No,87,4,5,9,68
Yes,98,4,5,2,79
Yes,53,4,9,8,40
No,42,9,5,0,37
Yes,89,4,4,9,72
No,68,9,9,7,67
Yes,99,6,5,9,93
Yes,93,7,4,2,85
Yes,45,3,7,4,26
No,88,8,8,2,84
Yes,62,3,8,9,45
No,67,1,5,0,41
No,53,5,8,9,39
No,53,2,4,4,28
Yes,59,6,7,7,48
Yes,52,9,5,4,46
Yes,66,1,6,3,38
No,99,4,9,8,87
Yes,74,1,8,0,50
Yes,84,1,8,4,63
No,95,8,5,0,89
No,41,2,9,5,19
No,80,1,9,9,56
Yes,84,8,8,8,82
Yes,79,4,8,1,60
No,87,3,6,3,67
Yes,63,4,9,7,50
No,68,5,4,2,52
Yes,42,1,5,6,17
No,84,1,5,6,61
Yes,43,3,6,1,22
No,89,6,6,9,79
No,41,1,4,3,15
No,59,2,7,0,34
Yes,93,7,5,7,83
Yes,92,1,9,9,71
Yes,54,7,8,9,47
No,88,4,4,8,70
No,71,6,5,0,58
No,81,8,9,6,74
No,40,9,4,0,34
No,77,6,7,0,66
No,74,9,9,8,73
No,90,4,5,9,72
No,46,6,8,9,34
No,84,8,9,5,80
Yes,52,9,5,0,49
No,88,3,4,6,69
Yes,40,2,7,2,16
No,53,6,9,9,46
Yes,68,4,4,3,50
No,97,1,4,3,67
Yes,42,8,6,7,37
No,85,9,4,0,78
No,63,9,9,7,62
No,40,2,7,8,18
Yes,87,9,8,6,83
No,49,7,6,0,42
Yes,52,5,4,6,36
Yes,75,7,9,5,64
Yes,48,9,5,4,47
Yes,53,8,6,4,48
Yes,75,6,7,0,63
No,49,4,5,5,31
Yes,79,1,7,3,54
Yes,62,6,5,0,46
Yes,74,3,8,7,53
Yes,94,6,7,7,86
No,46,6,5,3,34
No,81,4,7,6,66
No,74,2,6,2,53
Yes,41,9,7,7,32
Yes,54,2,9,6,32
Yes,48,3,7,4,26
No,86,1,5,4,59
Yes,56,7,7,8,45
No,78,1,8,5,54
Yes,91,9,4,5,89
Yes,57,1,6,1,35
No,54,5,9,4,40
Yes,57,7,5,3,49
No,63,3,7,9,46
Yes,62,9,7,2,63
No,51,8,7,8,43
Yes,62,3,6,6,44
Yes,60,5,9,3,48
Yes,65,7,4,8,53
Yes,47,4,8,8,32
Yes,69,5,9,6,58
No,73,3,8,4,50
No,41,9,9,8,39
Yes,44,9,5,6,41
No,70,7,4,8,61
No,72,2,4,2,49
No,93,7,6,8,84
No,43,7,9,0,32
Yes,45,5,7,4,32
No,62,9,4,1,60
No,84,3,9,0,67
Yes,58,4,7,2,46
Yes,82,1,6,6,56
Yes,84,6,9,2,74
Yes,47,4,9,9,28
Yes,78,1,5,9,52
Yes,52,2,9,8,28
Yes,40,3,5,2,18
Yes,45,9,7,5,45
No,46,8,7,1,41
Yes,87,7,4,7,78
No,66,4,6,9,48
Yes,54,1,5,4,26
Yes,91,8,4,1,86
No,73,4,8,6,56
Yes,97,3,4,2,77
Yes,96,9,7,4,95
No,62,4,8,8,47
No,87,4,4,0,62
No,88,9,9,1,87
No,63,2,6,4,40
No,54,5,5,3,35
No,74,4,9,0,60
Yes,43,9,8,6,41
Yes,83,5,6,8,67
Yes,76,9,4,0,70
Yes,56,9,9,7,55
Yes,70,2,7,8,54
No,77,9,7,1,72
No,49,3,6,0,26
Yes,93,4,7,5,77
No,89,1,5,6,67
Yes,66,1,6,1,39
No,81,1,6,4,54
Yes,45,9,7,4,43
Yes,95,8,6,6,89
Yes,45,5,4,0,28
No,91,5,8,9,80
No,54,9,9,7,51
Yes,43,3,8,4,23
No,96,3,9,2,79
Yes,87,7,7,8,77
Yes,93,9,5,2,89
No,95,6,5,6,80
Yes,79,2,7,9,57
Yes,46,1,7,6,20
Yes,90,2,6,9,68
No,97,1,5,7,71
Yes,88,9,8,9,88
Yes,92,8,7,7,85
Yes,84,7,8,3,77
Yes,86,3,9,0,66
No,65,8,8,3,61
Yes,97,2,5,5,74
Yes,70,2,9,9,48
No,41,3,8,5,18
No,67,7,6,5,59
No,81,1,6,6,55
No,52,8,5,0,47
No,57,7,6,9,52
No,69,4,7,0,50
Yes,94,5,9,6,77
Yes,50,1,5,3,25
No,52,4,9,5,35
Yes,90,1,8,5,65
No,63,1,7,8,40
Yes,96,1,5,1,70
No,68,7,8,3,61
No,95,7,8,3,89
Yes,93,4,8,6,77
No,44,2,8,0,22
Yes,74,3,8,4,55
No,58,8,5,3,52
No,94,8,6,1,88
Yes,52,6,8,4,44
No,44,9,7,8,39
Yes,83,9,5,7,80
Yes,53,4,4,8,35
Yes,77,1,6,6,52
Yes,61,1,7,9,34
Yes,48,5,8,6,33
No,88,2,5,1,64
No,79,6,5,2,65
Yes,65,7,8,9,55
No,84,1,7,7,58
Yes,44,6,5,1,29
No,68,8,9,6,65
Yes,93,5,6,5,80
No,61,7,7,9,55
Yes,88,6,8,3,78
No,42,4,7,3,22
Yes,67,7,9,2,53
Yes,77,9,7,5,77
No,53,7,4,2,41
Yes,86,5,8,8,69
Yes,53,7,6,3,47
No,82,3,8,3,64
No,50,2,4,1,28
Yes,48,5,8,1,35
Yes,77,4,8,6,63
Yes,86,5,6,4,71
Yes,83,8,4,2,78
No,45,4,8,5,32
Yes,40,9,9,5,40
Yes,64,7,8,0,55
No,55,7,5,2,42
No,91,8,8,4,88
Yes,54,6,6,6,43
No,73,8,5,3,66
No,56,3,9,7,33
No,42,1,9,2,12
Yes,42,6,9,5,32
Yes,76,1,4,5,48
Yes,56,9,9,8,56
No,94,2,7,3,73
Yes,88,2,6,6,65
Yes,91,7,4,9,83
Yes,77,2,5,0,53
No,40,8,7,0,39
Yes,46,6,4,1,32
Yes,65,7,6,3,55
Yes,86,7,5,5,76
Yes,78,6,6,3,69
No,58,9,6,5,54
Yes,91,9,5,1,89
Yes,93,7,9,8,87
No,69,9,8,2,66
No,82,3,6,6,65
No,94,3,9,0,71
No,53,1,5,7,27
No,52,5,6,3,38
Yes,59,4,8,4,43
No,65,2,5,6,38
No,66,9,4,2,59
No,64,3,4,8,44
Yes,48,8,9,8,39
Yes,80,6,4,7,67
Yes,87,5,7,0,70
No,51,1,6,1,24
Yes,49,4,6,1,31
No,45,3,5,2,24
No,89,1,7,1,61
Yes,73,5,6,0,59
Yes,98,6,5,4,87
Yes,91,2,8,5,68
No,80,3,6,6,62
Yes,58,6,9,9,50
Yes,45,4,6,6,27
Yes,41,9,8,1,36
Yes,54,5,8,6,43
Yes,56,4,6,1,35
No,55,2,8,1,29
No,67,6,5,5,56
Yes,60,2,6,5,41
No,47,7,6,7,37
No,49,3,4,4,26
No,49,9,9,4,46
Yes,89,5,6,9,75
No,49,8,4,0,40
Yes,48,6,8,3,36
No,67,8,9,0,62
Yes,63,3,9,9,47
No,58,3,8,4,39
No,72,5,5,7,57
Yes,43,3,4,0,20
Yes,95,8,6,2,87
No,42,8,4,0,31
Yes,81,2,8,5,57
Yes,51,4,8,9,37
Yes,57,1,5,0,29
Yes,62,4,9,9,48
No,59,4,9,2,41
Yes,45,9,8,4,43
No,92,3,4,4,70
No,73,2,9,1,54
Yes,81,9,6,2,77
Yes,41,9,6,8,40
Yes,69,1,4,0,39
Yes,48,6,5,0,38
No,66,8,6,1,61
No,81,3,4,7,59
Yes,73,9,4,5,68
No,79,2,8,3,59
Yes,63,6,9,6,55
No,88,1,8,5,63
No,56,7,9,8,47
No,68,3,5,5,49
Yes,75,7,5,1,64
Yes,89,4,5,2,72
No,51,9,4,8,46
Yes,70,5,4,6,55
Yes,88,3,8,5,73
No,48,8,6,4,41
Yes,58,6,9,2,50
Yes,85,2,9,3,61
No,85,3,5,0,60
No,56,8,9,4,52
No,41,7,7,6,31
No,79,6,5,1,66
Yes,44,1,9,7,16
Yes,98,9,8,9,93
No,78,3,9,5,59
No,93,5,4,9,78
Yes,87,7,8,2,79
Yes,55,7,8,1,50
Yes,56,3,8,7,38
No,93,4,7,3,80
No,66,7,7,6,58
No,46,8,9,6,44
No,91,2,5,9,70
Yes,47,9,9,8,45
No,47,7,9,9,40
No,62,8,9,7,57
Yes,71,6,4,7,61
No,82,6,8,6,72
Yes,86,9,6,9,83
No,57,4,5,4,36
Yes,77,5,5,8,61
Yes,93,9,8,6,90
Yes,51,1,5,2,22
No,54,4,8,5,35
No,67,7,5,2,59
No,94,9,9,5,89
No,77,6,4,7,66
No,89,8,5,8,88
No,95,9,5,1,91
Yes,70,4,6,5,53
No,91,1,4,2,64
No,48,8,9,6,40
Yes,47,2,4,3,24
Yes,85,1,4,4,59
No,58,7,5,9,49
Yes,90,9,7,5,85
No,47,9,5,7,47
Yes,73,3,8,1,54
No,96,6,6,3,82
Yes,43,7,4,3,31
Yes,70,9,8,5,67
No,77,2,9,3,58
No,42,8,8,4,36
Yes,74,7,7,4,66
Yes,58,4,4,7,39
Yes,82,2,5,3,61
Yes,68,8,4,5,64
No,49,5,6,6,31
Yes,51,6,4,7,39
Yes,85,7,8,8,78
No,69,1,8,9,43
No,69,8,5,7,62
No,99,4,5,3,80
No,57,9,5,3,51
No,63,1,9,9,40
No,71,2,6,4,48
Yes,48,6,9,2,38
Yes,86,1,9,1,61
Yes,63,4,9,1,42
No,65,8,4,8,57
No,42,5,7,7,26
Yes,62,9,4,5,58
Yes,50,6,5,8,40
No,49,1,6,4,26
No,89,6,9,9,78
Yes,75,6,4,0,62
Yes,99,6,8,7,90
Yes,52,8,9,2,50
Yes,68,6,4,8,57
Yes,77,5,8,0,62
No,98,2,4,2,74
Yes,92,4,4,0,74
Yes,52,5,9,0,40
No,96,4,4,5,81
Yes,65,2,5,3,45
No,59,7,8,9,50
No,44,2,6,3,17
Yes,59,1,7,4,31
Yes,53,5,9,2,40
No,84,1,8,1,61
No,53,1,5,9,26
No,47,1,8,7,20
Yes,87,6,6,6,73
Yes,52,9,9,9,55
Yes,63,1,8,3,37
Yes,54,5,5,1,35
Yes,90,9,9,8,90
No,40,9,5,7,36
Yes,61,1,9,3,38
Yes,73,8,7,4,65
No,89,1,6,9,66
Yes,90,8,7,5,88
Yes,79,1,4,3,53
Yes,42,5,5,1,27
No,94,8,7,4,90
No,65,6,5,0,50
Yes,53,9,9,6,49
Yes,97,1,5,8,71
Yes,80,9,4,2,72
No,47,1,5,5,21
No,88,3,9,8,73
Yes,94,1,9,3,68
Yes,94,3,7,5,74
Yes,95,2,6,2,72
Yes,55,2,8,8,38
No,81,9,7,6,78
No,60,8,4,6,55
Yes,49,1,8,3,24
No,96,4,5,5,72
No,64,1,7,7,38
Yes,95,1,8,5,73
Yes,77,4,7,5,60
Yes,61,2,5,3,38
Yes,88,3,9,7,74
No,87,9,7,9,86
Yes,86,2,4,7,62
Yes,93,4,8,8,80
Yes,85,1,8,5,62
Yes,43,2,8,1,22
No,43,5,7,3,28
Yes,69,1,5,3,41
Yes,41,7,7,7,34
No,68,4,7,4,52
Yes,82,6,9,3,71
Yes,75,8,8,7,68
Yes,60,6,5,2,47
No,99,2,6,1,73
Yes,60,1,5,3,33
Yes,87,8,7,0,83
Yes,60,8,4,0,48
No,43,9,5,4,39
Yes,40,6,8,0,29
Yes,65,1,4,3,36
Yes,95,9,6,7,94
No,90,3,6,7,73
No,41,6,4,1,28
Yes,48,9,6,2,49
Yes,94,3,4,2,73
No,96,5,7,0,83
Yes,84,5,4,2,73
No,57,7,7,7,50
No,87,4,8,5,74
No,87,4,8,4,71
Yes,96,7,6,9,92
No,81,9,9,8,78
No,80,4,9,6,64
Yes,50,4,4,5,37
Yes,64,6,7,4,49
Yes,65,6,8,4,53
No,97,7,8,9,95
No,75,1,8,8,50
Yes,81,3,6,9,62
No,74,9,8,5,74
Yes,77,6,9,3,70
Yes,42,6,5,3,29
Yes,98,5,6,3,81
Yes,80,3,4,5,58
Yes,74,5,5,0,57
No,89,1,6,8,61
No,79,3,6,1,56
Yes,61,4,7,1,44
No,47,5,5,4,30
No,54,9,5,3,53
Yes,84,4,9,2,67
No,46,3,5,4,21
No,58,1,8,6,35
Yes,79,6,9,9,77
No,81,7,8,1,72
No,56,8,9,5,52
No,40,1,4,3,15
No,84,4,9,1,67
No,68,5,4,0,55
Yes,97,2,9,7,73
Yes,52,1,4,4,25
Yes,95,8,8,9,90
Yes,87,6,9,1,74
Yes,68,5,7,7,53
No,80,9,9,2,79
No,81,2,4,6,59
Yes,45,8,6,1,40
Yes,44,9,8,6,39
Yes,73,1,7,3,49
No,50,7,6,9,41
No,48,8,6,0,39
No,77,3,8,4,57
No,79,4,9,3,66
No,80,3,5,7,59
No,48,7,7,0,40
Yes,47,9,9,1,47
No,83,3,8,4,65
Yes,97,6,5,9,86
Yes,79,8,8,9,75
No,42,6,8,1,30
No,52,2,6,0,26
No,58,7,9,5,49
No,73,2,8,9,52
No,71,2,9,3,47
No,88,2,5,4,64
No,55,1,6,2,28
No,75,1,5,9,48
Yes,57,7,5,5,47
Yes,53,5,6,3,37
No,69,3,9,5,54
Yes,41,1,5,4,18
No,52,6,4,1,37
Yes,66,1,9,3,41
Yes,98,9,8,1,96
No,92,2,6,4,69
No,91,1,6,2,64
No,56,7,9,5,48
Yes,70,6,4,4,59
Yes,54,6,4,1,39
No,96,5,4,9,80
Yes,59,4,4,7,38
No,44,4,7,5,26
Yes,46,3,6,8,27
No,57,8,5,2,50
Yes,95,7,6,3,89
No,50,9,6,7,45
No,71,1,6,6,42
No,89,7,4,7,80
Yes,66,4,4,8,48
No,65,7,7,7,59
Yes,76,1,9,7,53
No,84,5,6,5,72
No,67,3,8,1,46
No,89,5,9,6,75
Yes,41,4,7,3,25
Yes,59,2,4,2,36
Yes,43,4,6,3,24
No,52,3,4,3,31
Yes,63,1,9,2,39
No,87,8,5,8,81
No,77,5,4,2,63
No,97,4,4,1,81
No,79,5,7,0,63
No,87,4,5,0,69
Yes,84,3,9,4,66
Yes,94,5,8,4,80
No,68,4,8,8,52
No,97,1,8,3,68
Yes,75,3,6,4,57
No,41,8,8,5,37
No,80,7,6,9,68
No,57,2,9,6,35
No,88,1,9,8,65
Yes,47,3,4,5,28
No,97,5,8,0,82
Yes,54,1,7,7,29
Yes,80,3,9,1,62
Yes,56,3,5,8,35
Yes,62,5,5,6,51
No,41,3,9,6,22
No,45,9,4,9,42
No,68,1,5,9,45
Yes,66,4,5,4,48
Yes,76,4,4,7,61
Yes,88,1,4,9,59
No,73,2,4,0,50
No,57,1,7,2,33
No,81,6,4,8,65
Yes,49,3,4,0,26
Yes,77,7,4,7,69
No,98,5,9,5,87
Yes,83,9,8,9,85
Yes,56,7,9,4,46
No,98,4,8,5,82
Yes,52,5,7,4,36
Yes,91,5,7,8,77
No,99,5,5,1,85
Yes,87,9,9,9,85
Yes,81,3,8,5,62
Yes,66,6,7,3,54
Yes,92,8,7,2,89
No,41,9,9,4,35
No,73,7,5,1,65
Yes,70,3,4,2,52
No,62,1,6,6,37
No,46,4,5,0,27
No,77,6,6,1,60
Yes,72,3,5,2,52
Yes,51,1,5,9,28
No,84,6,4,6,72
No,51,1,7,3,23
No,58,9,8,7,59
No,48,1,5,7,20
Yes,49,6,4,0,38
No,56,1,6,4,31
Yes,89,7,9,0,81
Yes,79,3,9,6,66
Yes,78,6,7,3,68
Yes,80,7,9,7,75
Yes,49,1,5,7,24
Yes,51,1,6,8,26
Yes,54,5,5,5,39
No,70,6,9,6,61
Yes,54,9,8,6,52
No,67,1,9,4,38
No,43,4,8,6,25
No,75,8,9,8,73
No,94,9,7,3,93
No,40,3,6,1,16
Yes,97,2,8,7,75
Yes,83,4,4,6,64
No,96,2,7,5,77
No,73,1,5,6,44
No,86,3,9,2,66
Yes,56,7,6,5,48
No,78,1,6,9,50
Yes,77,2,9,6,56
Yes,83,1,4,6,55
No,90,8,8,4,83
Yes,72,5,9,2,58
Yes,99,8,6,1,93
Yes,60,3,4,6,38
No,65,7,4,3,55
No,85,8,5,1,80
No,75,6,4,7,64
No,44,7,7,1,37
No,72,2,6,5,49
No,40,8,7,3,33
No,92,5,4,8,78
No,45,7,4,4,31
Yes,76,1,7,3,53
No,41,5,5,7,25
Yes,96,1,4,2,69
Yes,92,8,7,8,89
No,98,4,7,7,80
Yes,98,4,6,7,80
Yes,44,2,5,9,22
No,65,5,8,4,52
Yes,80,1,7,0,59
No,90,9,6,9,88
Yes,92,5,8,8,81
Yes,86,6,6,1,79
No,52,2,6,0,28
Yes,51,1,9,5,28
Yes,44,4,5,0,19
No,41,7,4,9,31
No,98,6,5,9,87
Yes,43,1,8,9,17
Yes,98,1,9,6,75
No,66,8,5,6,61
Yes,89,4,4,0,72
No,92,5,5,9,78
No,49,7,5,4,36
No,52,8,5,2,45
Yes,83,7,7,1,74
Yes,41,2,7,4,17
Yes,65,4,5,4,47
No,54,1,4,1,25
Yes,85,9,4,5,81
No,96,3,4,6,74
Yes,49,3,4,0,30
No,61,9,9,2,59
No,79,3,9,3,60
Yes,64,8,6,1,58
No,54,2,5,9,28
Yes,52,3,5,4,33
Yes,47,2,6,3,30
Yes,60,1,4,1,31
Yes,60,2,8,0,36
Yes,61,8,8,7,56
No,85,9,6,1,82
Yes,72,2,8,3,50
No,84,7,7,9,76
Yes,66,5,5,4,52
No,79,3,8,1,60
No,89,9,9,9,91
Yes,61,6,9,8,52
No,69,1,7,1,43
Yes,48,5,5,5,32
Yes,84,7,7,6,77
Yes,74,4,5,5,55
No,57,8,5,3,52
No,81,5,8,0,68
No,44,9,9,1,41
No,66,9,6,9,63
Yes,96,9,8,9,99
Yes,45,1,4,5,17
No,71,2,7,7,47
No,47,3,4,2,24
Yes,95,4,5,6,80
No,78,9,8,8,79
Yes,60,6,4,3,49
No,57,1,4,6,27
No,53,9,9,6,51
No,54,6,4,9,41
Yes,81,4,9,8,67
Yes,65,4,9,2,48
No,92,3,5,0,72
No,83,7,9,7,75
No,71,3,5,3,48
No,78,2,9,1,58
No,67,8,9,4,62
No,99,4,5,3,83
No,78,8,4,0,68
No,82,1,7,6,55
Yes,71,5,8,3,55
Yes,52,9,8,7,49
Yes,54,1,5,8,27
Yes,57,4,4,7,38
No,78,6,7,0,66
Yes,45,8,6,7,37
Yes,94,3,5,4,72
No,50,5,6,0,34
Yes,71,7,8,8,68
Yes,79,1,8,8,56
Yes,59,7,7,6,52
Yes,72,8,7,6,67
Yes,79,8,6,0,69
No,47,9,8,8,45
No,90,6,7,0,76
No,74,6,7,6,65
Yes,44,2,8,8,26
Yes,74,3,8,8,54
Yes,86,4,4,4,68
No,53,4,9,5,34
Yes,60,8,7,1,56
Yes,86,1,6,1,63
Yes,63,4,5,9,47
Yes,56,4,5,8,40
No,57,1,8,0,31
No,73,3,9,9,56
Yes,51,5,6,4,36
No,55,6,4,6,41
No,43,9,7,9,43
No,64,9,4,5,61
Yes,73,9,6,5,69
No,67,1,4,5,44
No,85,9,8,7,82
Yes,50,8,5,6,48
No,52,2,8,4,27
No,70,1,7,9,45
No,99,1,8,1,75
Yes,64,6,6,9,54
Yes,78,9,6,5,76
No,49,7,7,9,44
Yes,63,5,7,4,50
Yes,40,2,5,3,17
Yes,92,1,4,9,66
No,64,2,5,4,42
No,67,1,8,8,42
Yes,75,3,4,1,56
No,57,6,7,5,48
Yes,45,8,6,8,40
Yes,41,3,8,9,24
No,42,9,5,4,38
Yes,85,5,9,5,73
Yes,47,7,9,9,40
Yes,70,8,7,3,62
Yes,87,3,4,4,65
No,58,2,9,7,37
Yes,89,2,4,0,68
No,45,5,6,0,30
Yes,53,1,7,9,31
No,42,2,7,3,15
Yes,87,9,8,9,89
Yes,40,7,8,2,33
No,83,6,4,4,72
No,69,9,9,9,64
Yes,85,7,9,7,78
Yes,58,5,5,0,40
Yes,93,9,4,4,91
Yes,58,6,9,4,49
Yes,48,6,8,1,38
No,46,4,8,4,28
No,85,1,8,7,62
Yes,76,5,4,9,62
No,89,9,7,6,89
No,80,8,5,1,74
Yes,92,8,5,5,85
No,46,5,8,9,33
Yes,48,9,6,0,41
No,43,3,4,9,24
No,64,3,9,9,47
No,88,1,9,2,65
No,51,9,7,5,50
No,45,6,8,8,35
Yes,57,2,6,0,30
No,79,8,8,5,76
Yes,60,9,6,1,55
No,54,9,5,8,49
No,42,2,6,1,19
No,41,2,5,2,15
Yes,95,7,5,1,86
